case;event_0;event_1;event_2;event_3;time;org:resource_Event_0;org:resource_Event_1;org:resource_Event_2;org:resource_Event_3;org:resource_Event_4;org:resource_Event_5;org:resource_Event_6;AMOUNT_REQ_Trace
17;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
17;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06000060000600006
17;0;0;1;0;0.0;0;0;0;1;0;0;0;0.06000060000600006
17;0;0;1;0;0.0;0;0;0;0;0;0;1;0.06000060000600006
17;0;0;1;1;0.0;0;0;0;1;1;0;1;0.06000060000600006
17;0;1;0;1;0.0;0;0;0;1;0;0;1;0.06000060000600006
17;0;0;1;1;0.0;0;0;0;1;1;0;1;0.06000060000600006
17;0;0;1;1;0.0;0;0;0;1;1;0;1;0.06000060000600006
18;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
18;0;0;0;1;0.0;0;0;1;0;1;1;1;0.1000010000100001
18;0;0;0;1;0.0;0;0;0;1;1;1;0;0.1000010000100001
18;0;0;0;1;0.0;0;0;1;0;1;1;1;0.1000010000100001
19;0;0;0;1;0.0;0;0;1;0;0;0;0;0.05000050000500005
19;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;1;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;1;0;0;0;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;1;1;1;0.05000050000500005
19;0;0;1;0;0.0;0;1;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;1;0;0;0;0;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;1;1;0;0;0.05000050000500005
19;0;0;1;0;0.0;0;0;0;0;1;1;1;0.05000050000500005
19;0;0;1;0;0.0;0;0;1;0;0;0;0;0.05000050000500005
19;0;0;1;0;0.0;0;0;1;0;0;0;0;0.05000050000500005
20;0;1;0;0;0.0;0;0;0;0;0;0;1;0.14542145421454214
20;0;0;0;1;0.0;0;0;0;0;0;0;1;0.14542145421454214
21;0;0;0;1;0.0;0;0;1;0;0;0;0;0.07000070000700008
21;0;0;1;0;0.0;0;0;1;0;0;0;0;0.07000070000700008
21;0;0;1;0;0.0;0;0;1;0;0;0;0;0.07000070000700008
21;0;0;1;0;0.0;0;0;1;0;0;0;1;0.07000070000700008
21;0;0;1;1;0.0;0;0;0;1;1;0;1;0.07000070000700008
22;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
22;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15000150001500015
22;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
22;0;0;1;0;0.0;0;0;1;0;0;0;1;0.15000150001500015
22;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15000150001500015
22;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15000150001500015
23;0;1;0;0;0.0;0;0;0;0;0;0;1;0.13000130001300014
23;0;1;0;0;0.0;0;0;1;1;1;1;0;0.13000130001300014
23;0;0;0;1;0.0;0;0;1;1;1;1;0;0.13000130001300014
23;0;0;0;1;0.0;0;0;0;0;0;0;1;0.13000130001300014
23;0;0;0;1;0.0;0;0;1;0;0;0;0;0.13000130001300014
23;0;0;0;1;0.0;0;0;1;0;1;0;1;0.13000130001300014
24;0;1;0;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
24;0;1;0;0;0.0;0;0;1;0;1;0;1;0.05000050000500005
24;0;0;0;1;0.0;0;0;1;0;1;0;1;0.05000050000500005
25;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
25;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
25;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
25;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1000010000100001
25;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1000010000100001
25;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
25;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
25;0;0;1;0;0.0;0;0;0;1;0;0;1;0.1000010000100001
25;0;0;1;0;0.0;0;0;0;1;0;0;1;0.1000010000100001
26;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
26;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
26;0;0;0;1;0.0;0;0;1;1;1;1;0;0.1000010000100001
27;0;0;0;1;0.0;0;0;1;0;0;0;0;0.15500155001550014
27;0;0;0;1;0.0;0;0;0;0;1;1;1;0.15500155001550014
27;0;0;0;1;0.0;0;0;0;0;1;1;1;0.15500155001550014
27;0;0;1;0;0.0;0;0;0;0;0;1;1;0.15500155001550014
27;0;0;1;1;0.0;0;0;0;0;1;0;0;0.15500155001550014
28;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
28;0;0;1;0;0.0;0;0;1;0;0;0;1;0.05000050000500005
28;0;0;1;1;0.0;0;0;1;0;0;1;0;0.05000050000500005
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
29;0;1;0;0;0.0;0;0;1;1;1;1;0;0.12000120001200013
30;0;1;0;0;0.0;0;0;1;1;1;1;0;0.05000050000500005
30;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
30;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
30;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
31;0;0;0;1;0.0;0;0;1;0;0;0;0;0.05000050000500005
31;0;0;0;1;0.0;0;0;1;0;0;0;0;0.05000050000500005
31;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
31;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
31;0;0;1;0;0.0;0;0;0;1;0;0;0;0.05000050000500005
31;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05000050000500005
31;0;0;1;1;0.0;0;0;0;1;1;0;1;0.05000050000500005
32;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15500155001550014
32;0;0;0;1;0.0;0;0;0;0;1;1;1;0.15500155001550014
32;0;0;0;1;0.0;0;0;1;0;1;0;1;0.15500155001550014
32;0;0;0;1;0.0;0;0;1;0;1;0;1;0.15500155001550014
32;0;0;0;1;0.0;0;1;0;0;0;1;0;0.15500155001550014
32;0;0;0;1;0.0;0;1;0;0;0;1;0;0.15500155001550014
32;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15500155001550014
32;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15500155001550014
32;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15500155001550014
32;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15500155001550014
32;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15500155001550014
33;0;1;0;0;0.0;0;0;1;0;1;0;1;0.07000070000700008
33;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
33;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07000070000700008
33;0;0;0;1;0.0;0;0;1;0;1;0;1;0.07000070000700008
33;0;0;1;0;0.0;0;0;0;1;0;0;0;0.07000070000700008
33;0;0;1;0;0.0;0;0;1;0;0;0;0;0.07000070000700008
33;0;0;1;0;0.0;0;0;0;0;1;1;1;0.07000070000700008
34;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05500055000550005
34;0;0;1;0;0.0;0;0;0;0;0;0;1;0.05500055000550005
34;0;0;1;0;0.0;0;0;1;1;0;0;0;0.05500055000550005
34;0;1;0;0;0.0;0;0;1;0;1;0;1;0.11300113001130012
34;0;0;1;0;0.0;0;0;1;1;0;0;0;0.05500055000550005
34;0;0;1;0;0.0;0;0;1;0;0;0;1;0.05500055000550005
34;0;0;1;1;0.0;0;0;0;0;1;0;1;0.05500055000550005
34;0;0;1;1;0.0;0;0;0;0;1;0;1;0.05500055000550005
35;0;1;1;0;0.0;0;1;0;0;0;1;1;0.025000250002500026
35;0;1;1;0;0.0;0;1;0;0;0;1;1;0.025000250002500026
35;0;1;1;0;0.0;0;1;0;0;0;1;1;0.025000250002500026
36;0;1;0;0;0.0;0;0;1;0;1;0;1;0.040000400004000035
36;0;0;0;1;0.0;0;0;1;0;0;0;0;0.040000400004000035
36;0;0;0;1;0.0;0;0;0;0;1;1;1;0.040000400004000035
36;0;0;0;1;0.0;0;0;0;0;0;0;1;0.040000400004000035
36;0;0;0;1;0.0;0;0;1;1;1;1;0;0.040000400004000035
36;0;0;0;1;0.0;0;0;0;0;0;0;1;0.040000400004000035
37;0;1;0;0;0.0;0;0;1;0;1;0;1;0.05000050000500005
37;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
37;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;1;0;0;0;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;1;1;1;1;0;0.06000060000600006
38;0;0;0;1;0.0;0;0;1;1;1;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;1;0;0.06000060000600006
38;0;0;0;1;0.0;0;0;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;1;0;0;0;0;1;0.06000060000600006
38;0;0;0;1;0.0;0;1;0;0;0;0;1;0.06000060000600006
39;0;0;0;1;0.0;0;0;1;0;0;0;0;0.08000080000800007
39;0;0;1;0;0.0;0;0;1;0;0;0;0;0.08000080000800007
39;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
39;0;0;1;0;0.0;0;0;0;0;0;0;1;0.08000080000800007
40;0;0;0;1;0.0;0;0;0;0;0;0;1;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;1;0;0;0;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;0;0;0;1;0.12500125001250012
40;0;0;1;0;0.0;0;0;0;1;1;0;0;0.06000060000600006
40;0;0;0;1;0.0;0;0;0;1;1;1;1;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;1;1;0;0;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;0;0;0;1;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;1;0;0;0;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;1;0;0;0;0.12500125001250012
40;0;0;0;1;0.0;0;0;0;1;0;0;0;0.12500125001250012
41;0;1;0;0;0.0;0;0;1;0;1;0;1;0.6000060000600006
41;0;0;0;1;0.0;0;0;0;0;0;0;1;0.6000060000600006
42;0;0;0;1;0.0;0;0;0;0;0;0;1;0.3000030000300003
42;0;0;0;1;0.0;0;0;0;0;0;1;0;0.3000030000300003
42;0;0;1;0;0.0;0;0;0;0;0;1;1;0.3000030000300003
42;0;0;1;1;0.0;0;0;1;0;1;1;0;0.3000030000300003
43;0;0;0;1;0.0;0;0;1;0;0;0;0;0.08000080000800007
43;0;0;0;1;0.0;0;0;1;0;0;0;0;0.08000080000800007
43;0;0;1;0;0.0;0;0;0;1;0;0;0;0.08000080000800007
44;0;1;0;0;0.0;0;0;0;0;0;0;1;0.058000580005800065
44;0;0;0;1;0.0;0;0;0;0;0;0;1;0.058000580005800065
44;0;0;1;0;0.0;0;0;1;0;0;0;1;0.058000580005800065
44;0;0;1;1;0.0;0;0;0;0;0;0;1;0.058000580005800065
44;0;0;1;1;0.0;0;0;0;1;1;0;1;0.058000580005800065
45;0;1;0;0;0.0;0;0;1;1;1;1;0;0.1000010000100001
45;0;0;0;1;0.0;0;0;1;1;1;1;0;0.1000010000100001
45;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
45;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
46;0;0;0;1;0.0;0;0;0;0;1;1;1;0.5000050000500005
46;0;0;0;1;0.0;0;0;0;0;0;0;1;0.5000050000500005
46;0;0;0;1;0.0;0;0;0;1;1;1;0;0.5000050000500005
46;0;0;0;1;0.0;0;0;0;0;0;0;1;0.5000050000500005
46;0;0;1;0;0.0;0;0;0;1;0;0;0;0.5000050000500005
46;0;0;1;0;0.0;0;0;0;1;1;0;0;0.5000050000500005
46;0;0;1;0;0.0;0;0;1;0;0;0;0;0.5000050000500005
47;0;1;0;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;0;1;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;1;0;0;0;0.2000020000200002
47;0;0;1;0;0.0;0;1;0;0;0;1;0;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;0;1;0.2000020000200002
47;0;0;1;0;0.0;0;0;1;0;0;0;0;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;1;0;0.2000020000200002
47;0;0;1;0;0.0;0;0;0;0;0;1;0;0.2000020000200002
48;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
48;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
48;0;0;0;1;0.0;0;0;1;1;1;1;0;0.07000070000700008
48;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07000070000700008
48;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07000070000700008
48;0;0;1;0;0.0;0;0;1;1;0;0;0;0.07000070000700008
48;0;0;1;0;0.0;0;0;1;1;1;0;0;0.07000070000700008
48;0;0;1;0;0.0;0;0;1;0;0;0;1;0.07000070000700008
48;0;0;1;1;0.0;0;0;0;1;1;0;1;0.07000070000700008
49;0;0;0;1;0.0;0;0;0;0;1;1;1;0.07500075000750007
49;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07500075000750007
49;0;0;1;1;0.0;0;0;1;0;1;1;0;0.12000120001200013
49;0;0;0;1;0.0;0;0;0;0;0;0;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;0;0;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;0;0;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;1;0;0;0;0.07500075000750007
49;0;0;1;0;0.0;0;0;1;0;0;0;0;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;1;1;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;1;1;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;1;1;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;0;0;0;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;1;0;0;1;0.07500075000750007
49;0;0;1;0;0.0;0;0;0;1;0;1;1;0.07500075000750007
50;0;1;0;0;0.0;0;0;1;1;1;1;0;0.05000050000500005
50;0;0;0;1;0.0;0;0;0;0;0;0;1;0.05000050000500005
50;0;0;0;1;0.0;0;0;1;0;0;0;0;0.05000050000500005
50;0;0;0;1;0.0;0;0;0;0;1;1;1;0.05000050000500005
51;0;1;0;0;0.0;0;0;1;1;1;1;0;0.1050010500105001
51;0;1;0;0;0.0;0;0;1;1;1;1;0;0.1050010500105001
52;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
52;0;0;0;1;0.0;0;0;0;0;0;0;1;0.1000010000100001
52;0;0;0;1;0.0;0;0;1;0;0;0;0;0.1000010000100001
52;0;0;1;0;0.0;0;0;1;0;0;0;0;0.1000010000100001
52;0;0;1;0;0.0;0;0;0;1;0;0;0;0.1000010000100001
52;0;0;1;0;0.0;0;0;0;0;0;0;1;0.1000010000100001
52;0;0;1;1;0.0;0;0;1;0;1;1;0;0.1000010000100001
53;0;0;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;0;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;0;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;0;1;0;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;0;1;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;1;1;0;1;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;0;1;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
53;0;1;0;1;0.0;0;0;0;0;1;0;1;0.08400084000840008
54;0;0;0;1;0.0;0;0;1;1;0;1;1;0.15000150001500015
54;0;0;1;0;0.0;0;0;1;1;0;1;1;0.15000150001500015
54;0;0;1;0;0.0;0;1;0;0;0;0;1;0.15000150001500015
54;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
54;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15000150001500015
55;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15000150001500015
55;0;0;0;1;0.0;0;0;0;0;0;0;1;0.15000150001500015
55;0;0;0;1;0.0;0;0;1;1;1;0;0;0.15000150001500015
55;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15000150001500015
55;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15000150001500015
55;0;0;1;0;0.0;0;1;0;0;0;1;0;0.15000150001500015
55;0;0;1;0;0.0;0;0;0;0;1;1;1;0.15000150001500015
55;0;0;1;0;0.0;0;0;1;0;0;0;0;0.15000150001500015
55;0;0;1;0;0.0;0;0;0;0;0;0;1;0.15000150001500015
55;0;0;1;1;0.0;0;0;1;0;0;1;0;0.15000150001500015
56;0;0;0;1;0.0;0;0;0;0;0;0;1;0.040000400004000035
56;0;0;0;1;0.0;0;0;0;0;0;0;1;0.040000400004000035
57;0;1;0;0;0.0;0;0;1;1;1;1;0;0.2000020000200002
