case;event;time;org:resource_Event;AMOUNT_REQ_Trace
26;2;15.11.2011-11:28:14;17;0.05000050000500005
26;2;15.11.2011-11:50:36;12;0.05000050000500005
27;0;03.10.2011-07:31:09;0;0.05000050000500005
27;1;03.10.2011-07:36:45;0;0.05000050000500005
27;1;03.10.2011-07:39:54;0;0.05000050000500005
27;1;03.10.2011-07:54:06;0;0.05000050000500005
27;1;10.10.2011-13:10:36;0;0.05000050000500005
27;1;10.10.2011-17:59:57;6;0.05000050000500005
27;1;10.10.2011-18:55:56;10;0.05000050000500005
27;1;18.10.2011-09:49:29;0;0.05000050000500005
27;1;19.10.2011-16:51:57;7;0.05000050000500005
28;0;03.10.2011-07:26:12;0;0.05000050000500005
28;1;03.10.2011-07:31:22;0;0.05000050000500005
28;1;03.10.2011-07:32:18;0;0.05000050000500005
28;1;07.10.2011-10:37:08;31;0.05000050000500005
28;2;07.10.2011-15:31:10;21;0.05000050000500005
28;2;10.10.2011-12:22:43;12;0.05000050000500005
29;0;03.10.2011-07:29:52;15;0.06000060000600006
29;0;03.10.2011-12:53:22;0;0.06000060000600006
29;1;03.10.2011-12:58:24;0;0.06000060000600006
29;1;10.10.2011-15:48:08;7;0.06000060000600006
29;1;14.10.2011-08:08:49;0;0.06000060000600006
29;2;18.10.2011-08:17:36;12;0.06000060000600006
29;4;18.10.2011-08:55:09;8;0.06000060000600006
29;2;18.10.2011-09:18:19;12;0.06000060000600006
29;2;18.10.2011-09:25:11;12;0.06000060000600006
30;0;03.10.2011-07:32:18;15;0.15000150001500015
30;0;03.10.2011-09:16:43;29;0.15000150001500015
30;1;10.10.2011-15:23:27;6;0.15000150001500015
30;1;10.10.2011-15:23:56;6;0.15000150001500015
31;0;03.10.2011-07:35:35;15;0.1000010000100001
31;0;04.10.2011-16:15:07;22;0.1000010000100001
31;0;04.10.2011-16:15:39;13;0.1000010000100001
31;0;04.10.2011-16:30:30;22;0.1000010000100001
32;3;03.10.2011-07:07:20;0;0.25000250002500024
33;0;03.10.2011-07:37:47;15;0.05000050000500005
33;0;03.10.2011-07:53:27;0;0.05000050000500005
33;1;03.10.2011-07:59:31;0;0.05000050000500005
33;1;03.10.2011-08:06:56;0;0.05000050000500005
33;1;10.10.2011-14:16:26;0;0.05000050000500005
33;1;18.10.2011-12:04:21;0;0.05000050000500005
33;1;18.10.2011-12:09:41;8;0.05000050000500005
33;1;19.10.2011-17:17:02;7;0.05000050000500005
33;1;25.10.2011-10:02:55;6;0.05000050000500005
33;1;25.10.2011-14:11:42;32;0.05000050000500005
33;1;25.10.2011-14:12:11;32;0.05000050000500005
33;1;27.10.2011-12:55:44;11;0.05000050000500005
33;1;31.10.2011-15:11:55;6;0.05000050000500005
33;1;31.10.2011-15:28:29;15;0.05000050000500005
33;1;03.11.2011-08:15:16;15;0.05000050000500005
34;3;03.10.2011-07:09:15;0;0.5000050000500005
34;0;03.10.2011-09:04:49;0;0.5000050000500005
34;0;03.10.2011-09:47:49;15;0.5000050000500005
34;1;03.10.2011-09:49:51;15;0.5000050000500005
34;1;10.10.2011-14:57:27;0;0.5000050000500005
34;1;10.10.2011-17:28:06;7;0.5000050000500005
34;1;12.10.2011-14:24:24;15;0.5000050000500005
34;1;13.10.2011-18:04:11;6;0.5000050000500005
34;1;13.10.2011-18:05:15;6;0.5000050000500005
34;1;13.10.2011-18:41:21;15;0.5000050000500005
34;1;13.10.2011-18:52:40;6;0.5000050000500005
34;1;13.10.2011-18:56:25;6;0.5000050000500005
34;1;15.10.2011-13:05:59;0;0.5000050000500005
34;1;17.10.2011-18:03:47;7;0.5000050000500005
34;1;19.10.2011-08:49:55;15;0.5000050000500005
34;1;19.10.2011-17:57:09;7;0.5000050000500005
34;1;19.10.2011-18:32:33;7;0.5000050000500005
34;1;03.11.2011-08:15:25;7;0.5000050000500005
35;3;03.10.2011-07:10:52;0;0.14542145421454214
35;0;03.10.2011-09:15:49;0;0.14542145421454214
36;0;03.10.2011-07:52:40;15;0.07000070000700007
36;1;03.10.2011-07:53:29;15;0.07000070000700007
36;1;03.10.2011-07:54:32;15;0.07000070000700007
36;1;07.10.2011-11:23:34;16;0.07000070000700007
36;2;11.10.2011-07:15:48;12;0.07000070000700007
37;0;03.10.2011-07:57:34;0;0.15000150001500015
37;1;03.10.2011-08:04:14;0;0.15000150001500015
37;1;10.10.2011-12:01:46;16;0.15000150001500015
37;2;12.10.2011-06:58:20;17;0.15000150001500015
37;2;13.10.2011-07:36:24;17;0.15000150001500015
38;3;03.10.2011-07:34:55;0;0.13000130001300014
38;3;03.10.2011-07:42:11;29;0.13000130001300014
38;3;03.10.2011-07:44:49;29;0.13000130001300014
38;0;03.10.2011-07:46:31;29;0.13000130001300014
38;0;03.10.2011-11:59:04;0;0.13000130001300014
38;0;03.10.2011-12:11:03;15;0.13000130001300014
38;0;03.10.2011-12:39:28;20;0.13000130001300014
39;3;03.10.2011-07:34:55;0;0.05000050000500005
39;3;03.10.2011-07:37:45;20;0.05000050000500005
39;0;03.10.2011-07:38:50;20;0.05000050000500005
40;0;03.10.2011-07:57:13;15;0.1000010000100001
40;0;03.10.2011-08:10:38;0;0.1000010000100001
40;0;03.10.2011-08:36:01;15;0.1000010000100001
40;1;03.10.2011-08:37:01;15;0.1000010000100001
40;1;03.10.2011-08:55:32;15;0.1000010000100001
40;1;10.10.2011-14:41:10;0;0.1000010000100001
40;1;18.10.2011-08:21:12;0;0.1000010000100001
40;1;18.10.2011-11:37:40;8;0.1000010000100001
40;1;18.10.2011-12:12:46;8;0.1000010000100001
41;0;03.10.2011-08:25:27;0;0.1000010000100001
41;0;04.10.2011-10:12:53;0;0.1000010000100001
41;0;04.10.2011-11:59:22;29;0.1000010000100001
42;0;03.10.2011-08:11:17;15;0.15500155001550014
42;0;03.10.2011-11:15:40;6;0.15500155001550014
42;0;03.10.2011-11:19:48;6;0.15500155001550014
42;1;10.10.2011-08:17:49;2;0.15500155001550014
42;2;11.10.2011-12:57:09;3;0.15500155001550014
43;0;03.10.2011-08:22:08;0;0.05000050000500005
43;1;10.10.2011-11:52:48;16;0.05000050000500005
43;2;12.10.2011-08:52:13;17;0.05000050000500005
44;3;03.10.2011-07:23:52;29;0.12000120001200013
44;3;03.10.2011-07:26:39;29;0.12000120001200013
45;3;03.10.2011-07:28:44;29;0.05000050000500005
45;0;03.10.2011-10:37:08;0;0.05000050000500005
45;1;03.10.2011-10:38:46;0;0.05000050000500005
45;1;10.10.2011-14:43:55;0;0.05000050000500005
46;3;03.10.2011-07:30:10;29;0.1000010000100001
47;0;03.10.2011-08:17:33;15;0.05000050000500005
47;0;03.10.2011-08:21:43;15;0.05000050000500005
47;1;10.10.2011-14:28:12;0;0.05000050000500005
47;1;18.10.2011-09:41:06;0;0.05000050000500005
47;1;19.10.2011-16:47:17;7;0.05000050000500005
47;1;20.10.2011-07:11:50;0;0.05000050000500005
47;2;26.10.2011-06:07:39;12;0.05000050000500005
48;0;03.10.2011-08:28:37;0;0.15500155001550014
48;0;03.10.2011-12:41:00;6;0.15500155001550014
48;0;03.10.2011-13:15:36;20;0.15500155001550014
48;0;03.10.2011-13:18:02;20;0.15500155001550014
48;0;04.10.2011-17:38:50;33;0.15500155001550014
48;0;04.10.2011-17:40:49;33;0.15500155001550014
48;1;04.10.2011-17:41:00;33;0.15500155001550014
48;1;04.10.2011-17:42:29;33;0.15500155001550014
48;1;11.10.2011-08:01:13;0;0.15500155001550014
48;2;14.10.2011-07:56:18;17;0.15500155001550014
48;2;14.10.2011-08:05:57;17;0.15500155001550014
49;3;03.10.2011-07:31:47;29;0.5000050000500005
49;0;03.10.2011-10:54:18;15;0.5000050000500005
49;0;03.10.2011-12:00:48;6;0.5000050000500005
49;1;03.10.2011-12:02:13;6;0.5000050000500005
49;1;10.10.2011-16:19:22;7;0.5000050000500005
49;1;10.10.2011-16:22:25;7;0.5000050000500005
49;1;11.10.2011-14:20:52;20;0.5000050000500005
49;1;19.10.2011-18:01:09;19;0.5000050000500005
49;1;24.10.2011-09:28:27;0;0.5000050000500005
49;2;28.10.2011-10:02:13;17;0.5000050000500005
49;2;28.10.2011-10:19:46;17;0.5000050000500005
49;4;28.10.2011-13:50:05;13;0.5000050000500005
49;4;28.10.2011-14:27:27;27;0.5000050000500005
49;4;28.10.2011-14:33:57;27;0.5000050000500005
49;4;28.10.2011-17:51:35;1;0.5000050000500005
49;4;03.11.2011-07:54:48;2;0.5000050000500005
49;4;04.11.2011-10:46:12;31;0.5000050000500005
49;2;04.11.2011-12:09:47;17;0.5000050000500005
50;3;03.10.2011-07:36:33;29;0.07500075000750007
51;3;03.10.2011-07:37:07;20;0.07000070000700007
51;0;03.10.2011-11:58:22;0;0.07000070000700007
51;0;03.10.2011-14:45:50;6;0.07000070000700007
51;0;03.10.2011-14:51:51;20;0.07000070000700007
51;1;10.10.2011-16:44:19;7;0.07000070000700007
51;1;12.10.2011-14:22:54;15;0.07000070000700007
51;1;13.10.2011-18:00:48;6;0.07000070000700007
52;3;03.10.2011-07:33:46;20;0.05750057500575006
53;3;03.10.2011-07:35:23;20;0.05000050000500005
54;0;03.10.2011-08:43:52;0;0.055000550005500054
54;1;03.10.2011-08:52:28;0;0.055000550005500054
54;1;06.10.2011-09:14:33;23;0.055000550005500054
54;1;10.10.2011-11:51:23;16;0.055000550005500054
54;2;12.10.2011-13:54:05;4;0.055000550005500054
54;2;12.10.2011-14:01:06;4;0.055000550005500054
55;5;03.10.2011-09:00:29;34;0.025000250002500026
55;5;03.10.2011-09:01:13;34;0.025000250002500026
55;5;03.10.2011-09:19:30;34;0.025000250002500026
56;3;03.10.2011-07:30:25;20;0.04000040000400004
56;0;03.10.2011-10:28:21;15;0.04000040000400004
56;0;03.10.2011-14:08:25;6;0.04000040000400004
56;0;03.10.2011-14:16:07;0;0.04000040000400004
56;0;03.10.2011-14:52:30;29;0.04000040000400004
56;0;04.10.2011-10:04:02;0;0.04000040000400004
57;3;03.10.2011-07:28:17;20;0.05000050000500005
57;0;03.10.2011-10:21:41;0;0.05000050000500005
57;0;03.10.2011-10:23:42;0;0.05000050000500005
58;0;03.10.2011-08:29:11;0;0.3300033000330003
58;0;03.10.2011-08:58:03;15;0.3300033000330003
58;0;03.10.2011-13:29:08;15;0.3300033000330003
58;1;03.10.2011-13:30:11;15;0.3300033000330003
58;1;03.10.2011-13:31:48;15;0.3300033000330003
58;1;10.10.2011-16:28:06;7;0.3300033000330003
58;1;12.10.2011-14:13:02;15;0.3300033000330003
58;1;21.10.2011-10:32:29;0;0.3300033000330003
58;1;21.10.2011-18:25:44;12;0.3300033000330003
58;1;24.10.2011-14:13:24;15;0.3300033000330003
58;1;26.10.2011-08:23:29;0;0.3300033000330003
58;2;31.10.2011-12:19:02;3;0.3300033000330003
58;4;31.10.2011-16:17:03;20;0.3300033000330003
58;4;01.11.2011-10:19:59;27;0.3300033000330003
58;4;01.11.2011-15:40:13;27;0.3300033000330003
58;4;01.11.2011-18:00:06;1;0.3300033000330003
58;4;03.11.2011-07:49:14;2;0.3300033000330003
58;4;07.11.2011-07:57:43;4;0.3300033000330003
58;4;09.11.2011-09:38:12;2;0.3300033000330003
58;2;09.11.2011-11:18:51;3;0.3300033000330003
58;4;09.11.2011-12:22:22;27;0.3300033000330003
58;4;09.11.2011-12:22:39;27;0.3300033000330003
58;4;09.11.2011-17:16:05;7;0.3300033000330003
58;4;10.11.2011-10:31:22;2;0.3300033000330003
58;4;10.11.2011-19:50:24;27;0.3300033000330003
58;4;12.11.2011-09:33:10;1;0.3300033000330003
58;4;17.11.2011-14:34:29;2;0.3300033000330003
58;4;18.11.2011-08:29:30;27;0.3300033000330003
58;4;18.11.2011-14:40:10;0;0.3300033000330003
58;4;18.11.2011-15:25:37;0;0.3300033000330003
58;4;18.11.2011-19:46:59;19;0.3300033000330003
58;4;19.11.2011-09:40:38;8;0.3300033000330003
58;4;19.11.2011-12:58:56;8;0.3300033000330003
58;4;21.11.2011-08:33:07;3;0.3300033000330003
58;4;21.11.2011-09:01:50;35;0.3300033000330003
58;4;21.11.2011-19:44:46;36;0.3300033000330003
58;4;22.11.2011-10:27:47;0;0.3300033000330003
58;4;22.11.2011-13:49:49;11;0.3300033000330003
58;4;24.11.2011-09:48:23;2;0.3300033000330003
58;4;25.11.2011-13:16:47;35;0.3300033000330003
58;4;26.11.2011-09:15:39;25;0.3300033000330003
58;4;26.11.2011-13:34:49;25;0.3300033000330003
58;4;28.11.2011-09:47:59;37;0.3300033000330003
58;4;28.11.2011-14:33:09;38;0.3300033000330003
58;2;29.11.2011-08:27:33;21;0.3300033000330003
59;3;03.10.2011-07:29:09;20;0.15000150001500015
60;0;03.10.2011-08:32:58;0;0.06000060000600006
60;0;03.10.2011-16:29:18;7;0.06000060000600006
60;0;04.10.2011-10:31:34;0;0.06000060000600006
60;0;04.10.2011-12:04:32;29;0.06000060000600006
60;0;04.10.2011-15:49:43;28;0.06000060000600006
60;0;05.10.2011-07:46:04;0;0.06000060000600006
60;0;05.10.2011-11:44:36;0;0.06000060000600006
